tenure_months,monthly_charges,contract_type,internet_service,support_tickets_6m,payment_method,churn
1,73.05523412230339,Month-to-month,Fiber optic,2,Mailed check,1
55,100.00813584262451,Month-to-month,Fiber optic,2,Credit card,0
35,30.9228442680335,One year,None,0,Credit card,0
26,34.306592158170226,One year,Fiber optic,0,Bank transfer,0
8,39.087197146495605,Month-to-month,DSL,1,Mailed check,0
46,30.382278182559265,Month-to-month,None,1,Mailed check,0
57,82.22866490158862,Month-to-month,DSL,0,Bank transfer,0
0,155.03115076137686,Month-to-month,Fiber optic,1,Credit card,0
65,26.019089606492443,Month-to-month,Fiber optic,2,Mailed check,0
14,53.01149386586504,Two year,Fiber optic,1,Mailed check,0
28,59.05287018215658,Month-to-month,Fiber optic,0,Mailed check,1
36,27.452610507590073,Month-to-month,Fiber optic,1,Electronic check,0
5,98.58512929865273,One year,DSL,3,Bank transfer,1
47,55.86646599764566,Two year,Fiber optic,0,Credit card,0
10,29.057508778551984,Two year,DSL,1,Electronic check,0
44,51.161673821099015,Month-to-month,DSL,0,Electronic check,0
27,19.12898939472852,Two year,DSL,2,Bank transfer,0
8,40.178348418967744,Month-to-month,Fiber optic,1,Mailed check,0
49,50.73031182337198,Two year,DSL,1,Credit card,1
58,86.24609010083327,Month-to-month,None,0,Credit card,1
1,45.22268991622369,Two year,None,2,Bank transfer,1
61,34.2998935359642,Month-to-month,DSL,1,Credit card,1
28,51.008183727486305,One year,Fiber optic,0,Mailed check,0
48,37.17831968167584,One year,DSL,0,Electronic check,0
61,55.023410730283175,Two year,DSL,1,Mailed check,0
52,66.92929853189261,One year,None,1,Electronic check,0
61,70.5547178591387,Two year,None,2,Electronic check,1
7,58.186442243576124,Two year,None,4,Bank transfer,0
27,39.48506987005073,Month-to-month,DSL,3,Electronic check,0
42,103.47127868502466,Month-to-month,DSL,3,Mailed check,0
42,67.02663672336102,Month-to-month,DSL,1,Credit card,1
55,69.32293324332461,One year,DSL,1,Bank transfer,0
10,48.26389500009736,Month-to-month,DSL,3,Mailed check,0
11,19.686065934120254,One year,DSL,2,Credit card,0
29,33.06595932570196,Month-to-month,DSL,0,Electronic check,0
51,92.77534760678424,Month-to-month,DSL,1,Bank transfer,0
48,111.2326765999654,One year,Fiber optic,0,Mailed check,0
0,68.59775972377092,One year,DSL,3,Electronic check,0
25,19.309856775893707,One year,Fiber optic,0,Electronic check,1
23,38.78844737734637,One year,DSL,2,Bank transfer,1
33,85.25333136764323,Month-to-month,DSL,2,Electronic check,1
64,73.4061888995384,Month-to-month,None,0,Bank transfer,1
57,58.422366715700996,Month-to-month,Fiber optic,2,Mailed check,1
62,120.41688689739294,Month-to-month,Fiber optic,3,Bank transfer,0
45,41.46115732901782,One year,Fiber optic,2,Credit card,1
42,58.22201533590204,Month-to-month,DSL,1,Credit card,0
37,33.522726844244865,Two year,DSL,2,Bank transfer,1
10,24.46951048315482,One year,DSL,0,Bank transfer,1
33,84.49822312934998,Month-to-month,Fiber optic,1,Bank transfer,1
40,26.040293487735,Month-to-month,Fiber optic,1,Bank transfer,0
63,,One year,Fiber optic,0,Electronic check,0
7,53.35692142903886,Month-to-month,Fiber optic,3,Credit card,0
67,93.36568740489236,Two year,Fiber optic,1,Credit card,0
11,16.947639595496565,One year,DSL,0,Bank transfer,0
44,76.96518268937567,One year,Fiber optic,1,Mailed check,0
62,9.059314385883605,One year,DSL,4,Electronic check,0
41,79.81486176809452,Month-to-month,None,1,Mailed check,1
45,53.39301053238357,Month-to-month,Fiber optic,1,Mailed check,0
63,26.956866037916228,Month-to-month,Fiber optic,3,Bank transfer,1
17,64.6941306989176,Month-to-month,Fiber optic,3,Credit card,0
57,11.545883067278291,Month-to-month,Fiber optic,0,Electronic check,0
57,15.120190530435485,One year,None,0,Mailed check,0
18,,Month-to-month,DSL,4,Electronic check,0
30,37.1160781903051,One year,Fiber optic,1,Credit card,0
62,76.96209754260265,Month-to-month,Fiber optic,10,Bank transfer,0
7,44.68033662848143,Month-to-month,DSL,0,Credit card,0
50,50.88065132593602,One year,None,2,Credit card,0
37,91.06028498321056,One year,DSL,1,Credit card,1
30,38.31862855615022,One year,Fiber optic,3,Bank transfer,1
58,,Two year,Fiber optic,3,Mailed check,1
21,10.51294725614104,Month-to-month,None,1,Mailed check,0
29,20.1121899776202,Month-to-month,Fiber optic,1,Credit card,0
0,70.19534295372763,Month-to-month,DSL,0,Electronic check,0
4,28.543817194420484,Month-to-month,DSL,4,Bank transfer,1
19,35.16449262897766,Two year,Fiber optic,0,Credit card,1
21,35.87986638567737,One year,DSL,2,Bank transfer,0
31,32.41126545200829,Month-to-month,DSL,2,Credit card,0
34,49.85970522824291,Month-to-month,None,1,Credit card,0
58,57.8702822362455,Month-to-month,Fiber optic,1,Credit card,0
19,43.767650000953,One year,Fiber optic,2,Credit card,0
36,125.23461551189689,One year,Fiber optic,0,Mailed check,0
55,31.614852526827214,Two year,Fiber optic,1,Electronic check,0
0,139.40043467341968,One year,DSL,0,Mailed check,0
21,87.12260268277842,Two year,DSL,0,Bank transfer,0
42,17.072976395473763,Month-to-month,None,0,Bank transfer,0
55,48.183427395131076,Month-to-month,Fiber optic,1,Bank transfer,0
44,70.08725553465294,Month-to-month,DSL,1,Credit card,0
54,75.72921148209258,Month-to-month,DSL,0,Credit card,0
45,60.40615399799924,Month-to-month,Fiber optic,1,Electronic check,0
11,63.58508497730912,One year,Fiber optic,1,Mailed check,0
69,99.24460226349332,One year,DSL,0,Bank transfer,0
53,21.438708740417393,Two year,DSL,1,Electronic check,0
19,51.92991249665687,Month-to-month,Fiber optic,0,Mailed check,0
23,46.766861506955955,Month-to-month,DSL,1,Credit card,0
54,53.45359385068694,Month-to-month,None,0,Credit card,0
44,48.61801809195416,Month-to-month,DSL,1,Bank transfer,0
69,142.80838076253494,Month-to-month,DSL,5,Electronic check,1
8,37.471323979850006,Month-to-month,Fiber optic,1,Electronic check,1
35,71.29977129617951,Month-to-month,DSL,2,Bank transfer,1
40,45.261236102711884,Month-to-month,Fiber optic,2,Bank transfer,0
58,20.275350657508394,Two year,Fiber optic,0,Electronic check,0
47,90.6307301592078,Month-to-month,None,1,Mailed check,0
50,20.306312241990135,Month-to-month,DSL,1,Credit card,0
13,71.78341464879801,Two year,DSL,0,Mailed check,1
40,90.99679926227174,One year,DSL,1,Bank transfer,1
18,51.906802057060325,One year,Fiber optic,3,Electronic check,0
39,,One year,Fiber optic,3,Electronic check,1
35,60.83914080529628,Month-to-month,Fiber optic,1,Electronic check,0
59,,One year,Fiber optic,1,Bank transfer,1
28,122.9421295649993,One year,Fiber optic,0,Electronic check,0
4,87.2933179118954,One year,DSL,1,Electronic check,0
16,64.79306271095794,One year,Fiber optic,1,Electronic check,0
10,64.84843717111997,One year,Fiber optic,0,Bank transfer,1
56,75.23869238793635,Month-to-month,Fiber optic,2,Mailed check,0
4,35.21517783929552,One year,Fiber optic,1,Electronic check,1
47,78.11079125093393,Two year,DSL,1,Electronic check,0
25,35.04115301671144,Two year,Fiber optic,2,Credit card,0
16,58.965935419688925,One year,Fiber optic,0,Mailed check,0
4,60.39256872592642,Month-to-month,Fiber optic,0,Mailed check,0
29,32.354081015339766,Two year,Fiber optic,2,Mailed check,0
15,40.85056959144481,Month-to-month,Fiber optic,0,Bank transfer,0
53,50.037154800991345,Month-to-month,Fiber optic,0,Electronic check,1
20,36.08802877898177,One year,Fiber optic,1,Mailed check,0
49,104.44653848217797,Two year,Fiber optic,1,Electronic check,0
15,75.49523336584647,Month-to-month,DSL,0,Credit card,0
10,33.06378492008831,One year,Fiber optic,1,Mailed check,0
55,80.28289938259437,Month-to-month,DSL,0,Electronic check,0
12,34.31531146105905,Month-to-month,Fiber optic,2,Electronic check,1
43,121.98949444886748,Two year,DSL,2,Bank transfer,0
21,36.77985375920387,Two year,Fiber optic,9,Mailed check,0
68,71.4818961404435,Month-to-month,DSL,4,Credit card,1
15,129.84154498555375,Month-to-month,DSL,1,Mailed check,0
51,91.67274089082123,One year,Fiber optic,1,Mailed check,0
68,,Month-to-month,None,3,Electronic check,0
3,75.16741105072245,Month-to-month,Fiber optic,1,Electronic check,1
49,10.9183452722694,Month-to-month,Fiber optic,2,Electronic check,0
39,32.898899410006315,One year,Fiber optic,1,Bank transfer,0
53,29.365340923941243,One year,Fiber optic,8,Electronic check,0
30,53.64714259730457,Month-to-month,Fiber optic,0,Electronic check,1
63,164.7893289416222,Two year,None,0,Bank transfer,0
62,119.08087522093209,One year,DSL,1,Electronic check,0
46,21.51620971944774,Month-to-month,None,0,Electronic check,1
11,51.32693087000192,Month-to-month,Fiber optic,0,Credit card,0
18,97.59575710828692,One year,Fiber optic,1,Mailed check,0
68,78.42520208419982,Month-to-month,None,2,Credit card,0
1,77.24537227901736,Month-to-month,Fiber optic,4,Mailed check,0
24,14.747446726745371,Month-to-month,Fiber optic,2,Bank transfer,0
49,92.42998554265883,Month-to-month,Fiber optic,6,Electronic check,0
24,68.15356676390154,Two year,DSL,0,Electronic check,1
19,43.99074501336208,Month-to-month,DSL,1,Bank transfer,0
22,51.714379996626526,One year,DSL,3,Credit card,0
14,41.45103138504685,Month-to-month,Fiber optic,1,Electronic check,0
20,21.460147611381142,Month-to-month,Fiber optic,0,Electronic check,0
12,26.558274272586637,Two year,DSL,0,Electronic check,1
50,72.95830288456101,Month-to-month,Fiber optic,3,Mailed check,1
14,85.56804603299007,Month-to-month,None,0,Electronic check,0
7,47.69571204298006,Month-to-month,None,2,Bank transfer,1
27,40.93572377521715,Month-to-month,DSL,2,Credit card,0
16,40.034464648238206,Month-to-month,DSL,1,Mailed check,0
55,65.21397600309547,Month-to-month,Fiber optic,0,Credit card,0
31,39.417077698741515,One year,Fiber optic,1,Mailed check,0
71,29.59227651844562,Two year,DSL,2,Bank transfer,1
43,110.31837667838087,Month-to-month,DSL,1,Electronic check,0
55,44.98850673225688,One year,None,2,Bank transfer,0
29,59.11159600749776,Month-to-month,Fiber optic,0,Bank transfer,1
57,38.2494363578687,Two year,Fiber optic,1,Mailed check,0
71,72.70689903663846,Month-to-month,Fiber optic,2,Bank transfer,0
2,18.04671240992348,One year,Fiber optic,1,Electronic check,0
66,15.431812469977075,Month-to-month,Fiber optic,1,Mailed check,0
60,48.5503020290117,One year,Fiber optic,0,Electronic check,0
5,52.61121927657376,Month-to-month,Fiber optic,1,Credit card,0
59,66.61517103300818,One year,DSL,0,Electronic check,0
41,37.164144772104216,One year,DSL,1,Bank transfer,0
10,39.278724673079346,Month-to-month,Fiber optic,1,Bank transfer,0
18,,One year,Fiber optic,9,Bank transfer,0
68,44.49951175683373,One year,Fiber optic,1,Credit card,0
26,52.62718230193598,Month-to-month,Fiber optic,0,Credit card,1
9,49.73971552370225,Two year,Fiber optic,2,Bank transfer,1
62,12.630482002561752,One year,Fiber optic,1,Bank transfer,1
25,24.65944912133957,Month-to-month,Fiber optic,1,Bank transfer,0
7,50.18678466103662,Month-to-month,Fiber optic,2,Bank transfer,0
4,51.87525726143618,Two year,DSL,0,Electronic check,0
16,86.95473300467606,Two year,Fiber optic,3,Electronic check,0
61,84.65529290908134,Month-to-month,Fiber optic,0,Bank transfer,0
41,35.129541225723955,Two year,DSL,3,Electronic check,0
56,71.23500119046825,Month-to-month,DSL,1,Mailed check,0
15,159.25659457512396,Month-to-month,Fiber optic,2,Mailed check,0
47,60.0865336327449,Month-to-month,DSL,2,Electronic check,0
70,58.25557767755676,Two year,DSL,2,Bank transfer,0
35,,Month-to-month,Fiber optic,0,Bank transfer,0
42,56.625836403828224,One year,DSL,2,Bank transfer,1
37,23.993698607735556,Month-to-month,DSL,2,Electronic check,0
52,79.34640687732154,Month-to-month,DSL,0,Credit card,0
58,56.3961625501642,Month-to-month,Fiber optic,3,Electronic check,1
43,37.0492052938887,Month-to-month,DSL,1,Bank transfer,0
21,67.75960436560878,Month-to-month,Fiber optic,2,Credit card,0
27,68.0049138429399,One year,DSL,3,Mailed check,0
37,83.79290043873954,Month-to-month,Fiber optic,0,Mailed check,1
30,135.1959103261457,Two year,DSL,2,Electronic check,0
38,59.082681353317625,Month-to-month,DSL,8,Bank transfer,1
49,71.41460256623303,One year,Fiber optic,1,Credit card,0
67,103.13584085839885,One year,Fiber optic,0,Mailed check,0
54,42.69761859979545,Month-to-month,DSL,2,Mailed check,0
13,40.101390620393396,Month-to-month,Fiber optic,0,Credit card,1
32,79.89622646581583,Month-to-month,None,2,Electronic check,0
66,,Month-to-month,Fiber optic,1,Mailed check,1
36,117.99975412071635,Month-to-month,Fiber optic,3,Electronic check,0
26,31.585333613441303,Month-to-month,DSL,1,Mailed check,1
5,25.80870476825387,Month-to-month,DSL,1,Electronic check,1
24,59.56028638433145,Two year,DSL,0,Electronic check,0
11,68.91770636282311,Two year,Fiber optic,2,Credit card,0
69,49.235972528503105,Month-to-month,None,3,Electronic check,0
66,73.19230117979409,Month-to-month,DSL,1,Electronic check,0
27,45.99122679354764,Month-to-month,Fiber optic,0,Mailed check,0
33,123.68340535859947,One year,DSL,1,Bank transfer,0
17,71.49398058841048,Month-to-month,Fiber optic,1,Bank transfer,0
13,38.402749457680045,Month-to-month,Fiber optic,11,Credit card,0
12,56.632976177880764,One year,Fiber optic,1,Mailed check,0
39,98.9375063468736,Month-to-month,DSL,2,Bank transfer,0
0,79.4452847704388,One year,Fiber optic,1,Credit card,0
20,142.98453049814327,Two year,Fiber optic,1,Credit card,1
31,43.00928536475375,One year,None,1,Electronic check,0
40,97.23724495615504,Two year,None,0,Credit card,0
14,47.55601809247244,Month-to-month,DSL,1,Electronic check,1
61,22.964623568868276,Two year,Fiber optic,2,Mailed check,1
32,48.612459243280995,Month-to-month,None,2,Electronic check,0
22,43.45945914568192,Month-to-month,DSL,9,Bank transfer,0
18,27.692348111004694,Month-to-month,Fiber optic,4,Credit card,1
19,54.663619083479794,Month-to-month,None,2,Credit card,0
63,31.910938679186927,Month-to-month,Fiber optic,2,Bank transfer,0
17,23.594300281898512,Month-to-month,None,0,Bank transfer,0
0,123.42855111442678,One year,Fiber optic,2,Bank transfer,0
53,74.48410547654997,Two year,None,1,Mailed check,0
12,26.82842771683715,One year,None,0,Credit card,0
24,137.04499944063141,Month-to-month,None,1,Electronic check,0
61,86.25211511875716,Two year,DSL,0,Mailed check,0
29,53.35241887974453,Month-to-month,Fiber optic,0,Credit card,0
19,74.72680781061102,Month-to-month,DSL,0,Bank transfer,0
63,28.894265265707695,Month-to-month,DSL,0,Mailed check,0
4,22.080668813137596,One year,Fiber optic,0,Bank transfer,0
6,,Two year,DSL,2,Credit card,0
23,146.18251747308415,One year,Fiber optic,10,Bank transfer,1
36,72.53955037422689,Month-to-month,Fiber optic,2,Credit card,0
69,32.078922388140995,Month-to-month,Fiber optic,1,Bank transfer,0
24,115.9041516597684,One year,Fiber optic,3,Bank transfer,0
38,19.783521692699296,Month-to-month,DSL,0,Electronic check,0
55,54.849326488761356,One year,None,0,Credit card,0
63,95.76307167509393,Month-to-month,DSL,0,Mailed check,0
17,56.3027678128362,Month-to-month,Fiber optic,1,Credit card,0
9,54.708460884130034,Two year,DSL,2,Electronic check,0
68,32.26415559144721,Month-to-month,Fiber optic,3,Credit card,0
15,71.7378897129731,Month-to-month,None,1,Bank transfer,1
52,79.55500831795983,One year,Fiber optic,0,Bank transfer,1
9,,Two year,Fiber optic,1,Bank transfer,0
20,75.6832551611092,Month-to-month,DSL,10,Credit card,1
12,33.16383795792652,Month-to-month,DSL,2,Electronic check,0
39,38.09333067232563,One year,DSL,1,Bank transfer,0
48,50.40377160781081,Month-to-month,None,0,Electronic check,0
58,16.708234099237924,Month-to-month,Fiber optic,4,Credit card,0
32,46.40108899834853,One year,DSL,4,Credit card,0
44,63.766865147234945,Two year,DSL,0,Credit card,1
30,14.849659926055768,Month-to-month,Fiber optic,2,Mailed check,1
30,67.20135836150061,Month-to-month,None,1,Mailed check,0
52,37.09950425460653,Two year,DSL,0,Mailed check,0
38,92.03669135121413,One year,DSL,3,Mailed check,0
57,46.542049408735835,Month-to-month,Fiber optic,0,Mailed check,0
12,,Two year,DSL,3,Credit card,0
6,59.87601947578949,Month-to-month,Fiber optic,1,Bank transfer,0
13,32.72403319521633,Two year,DSL,2,Credit card,0
14,63.423610567027794,Two year,DSL,3,Electronic check,0
55,65.17932243627858,Month-to-month,Fiber optic,3,Credit card,0
19,65.51891764686195,Two year,DSL,4,Bank transfer,0
31,44.51340075672837,Month-to-month,None,2,Bank transfer,0
27,71.56228947848416,Two year,Fiber optic,1,Mailed check,0
24,63.95203800940788,One year,None,0,Mailed check,1
17,58.225021607934316,Month-to-month,DSL,2,Electronic check,0
28,74.27803058223417,Month-to-month,DSL,2,Electronic check,0
4,,Month-to-month,None,2,Bank transfer,1
64,57.61154428215416,One year,Fiber optic,0,Mailed check,0
3,68.91910768322927,Month-to-month,DSL,0,Electronic check,0
54,35.384836503792265,Month-to-month,DSL,1,Bank transfer,0
47,80.26957527370895,One year,Fiber optic,2,Bank transfer,1
55,31.8852434184844,Two year,Fiber optic,0,Bank transfer,0
1,72.20784462665314,One year,Fiber optic,1,Credit card,0
19,28.005567473807595,Month-to-month,None,1,Credit card,0
29,,Month-to-month,DSL,1,Electronic check,1
38,122.76868559195165,One year,DSL,1,Electronic check,0
19,71.19532168490083,Month-to-month,Fiber optic,2,Mailed check,0
28,63.00605905202342,Month-to-month,Fiber optic,3,Bank transfer,1
34,37.36585155802108,Two year,Fiber optic,1,Electronic check,0
36,47.3700802721643,One year,Fiber optic,1,Electronic check,1
67,84.0933352037033,One year,DSL,1,Bank transfer,0
8,,Month-to-month,Fiber optic,1,Bank transfer,0
42,28.082645977851158,Month-to-month,None,1,Mailed check,0
64,90.99874593511058,One year,Fiber optic,3,Mailed check,0
3,36.50193242448101,One year,Fiber optic,1,Electronic check,0
55,67.49977324549509,Month-to-month,DSL,2,Credit card,0
51,49.79290035233222,Two year,Fiber optic,1,Electronic check,0
35,67.8947561966325,Month-to-month,Fiber optic,3,Mailed check,0
33,65.96282212054052,Month-to-month,Fiber optic,1,Credit card,1
55,73.54941325376856,One year,Fiber optic,1,Bank transfer,0
48,96.07548781510854,Two year,DSL,4,Electronic check,1
48,59.79679329875815,Month-to-month,DSL,12,Mailed check,0
39,18.162390152196764,Two year,DSL,2,Mailed check,0
58,62.88761022394729,Month-to-month,Fiber optic,1,Electronic check,0
15,28.343099477405453,One year,Fiber optic,2,Bank transfer,0
9,37.883436914228085,Month-to-month,DSL,0,Credit card,0
32,49.46409319734314,Month-to-month,DSL,2,Electronic check,1
